站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58507,20251226160400,25.8,1005.1,75,57,1.6,1.5,10173.1
58519,20251226160400,25.8,1017.1,79,61,12.6,0.5,10073.8
58527,20251226160400,17.9,1018.5,37,258,8.7,0.4,10366.2
58600,20251226160400,1.7,1022.7,2,99,1.7,0.0,10409.2
58606,20251226160400,6.1,1021.0,63,291,9.8,0.6,10004.8
58608,20251226160400,31.6,1021.6,69,74,0.9,1.4,10480.3
58622,20251226160400,8.5,1001.5,58,324,5.7,1.5,10425.5
58626,20251226160400,29.5,1013.4,83,262,12.6,1.5,10275.0
58634,20251226160400,29.5,1005.3,81,358,14.5,0.4,10083.9
58637,20251226160400,19.3,1013.9,49,192,7.8,0.1,10257.0
58705,20251226160400,8.7,1007.5,8,65,1.5,1.1,10020.4
58715,20251226160400,17.3,1017.7,86,270,14.6,1.2,10050.0
58718,20251226160400,2.4,1008.3,12,70,2.9,1.4,10056.4
58806,20251226160400,32.4,1009.7,31,320,14.9,1.3,10274.1
58813,20251226160400,7.7,1022.3,37,216,10.3,1.2,10072.5
59092,20251226160400,12.1,1010.4,2,86,11.4,1.1,10447.8
59102,20251226160400,11.2,1020.2,27,7,0.3,0.6,10114.3
54236,20251226160400,3.2,1022.1,47,116,3.5,0.0,10438.7
54237,20251226160400,33.4,1020.7,58,313,5.5,1.5,10316.4
54243,20251226160400,5.8,1017.5,8,81,8.7,1.0,10419.3
54254,20251226160400,30.1,1002.7,80,85,2.7,0.4,10130.7
54259,20251226160400,3.0,1004.5,15,62,11.1,0.3,10088.4
54324,20251226160400,34.7,1016.4,47,203,7.6,1.1,10060.2
54326,20251226160400,8.3,1007.0,20,251,12.6,1.0,10477.0
54333,20251226160400,16.5,1019.6,36,46,4.0,0.8,10263.3
54334,20251226160400,31.7,1012.6,18,7,9.6,0.9,10485.5
54335,20251226160400,16.0,1007.3,95,309,6.9,1.5,10179.9
54337,20251226160400,34.5,1010.2,67,58,8.5,1.2,10083.0
54339,20251226160400,6.3,1024.9,50,228,9.2,1.5,10191.0
54342,20251226160400,8.2,1020.7,81,110,4.5,0.5,10323.5
54346,20251226160400,24.2,1017.4,90,192,7.9,1.1,10177.3
54349,20251226160400,29.9,1006.0,36,106,2.4,1.1,10478.3
54351,20251226160400,20.9,1020.5,87,252,0.6,1.4,10424.9
54353,20251226160400,29.8,1001.4,5,201,4.9,0.0,10433.2
54365,20251226160400,19.4,1000.5,75,138,6.6,1.5,10219.4
54452,20251226160400,29.8,1003.7,100,107,7.2,0.5,10313.9
54454,20251226160400,9.7,1001.9,26,258,13.9,1.3,10290.8
54455,20251226160400,29.6,1005.3,74,56,7.5,1.0,10001.1
54470,20251226160400,2.4,1019.9,20,270,11.1,0.5,10171.1
54471,20251226160400,18.0,1003.7,83,188,3.5,1.1,10191.6
54472,20251226160400,0.7,1001.5,57,76,3.6,1.5,10257.9
54476,20251226160400,7.5,1002.2,39,13,4.8,0.5,10412.3
54486,20251226160400,12.3,1013.9,67,119,13.5,0.0,10042.2
54493,20251226160400,34.7,1000.9,78,349,0.1,1.0,10047.5
54497,20251226160400,28.8,1015.8,41,196,11.3,0.4,10454.8
54563,20251226160400,0.1,1025.4,25,196,3.4,1.3,10036.1
54579,20251226160400,13.4,1011.7,77,249,2.6,0.7,10164.3
54584,20251226160400,1.4,1013.7,66,213,14.8,1.2,10046.6
54660,20251226160400,0.0,1017.9,34,358,13.7,0.3,10179.7
54662,20251226160400,15.2,1013.1,45,53,1.3,1.0,10054.4
50425,20251226160400,19.9,1001.3,91,203,9.5,0.3,10160.1
50434,20251226160400,7.3,1005.0,34,177,7.4,0.1,10258.3
50514,20251226160400,12.3,1014.6,53,125,3.5,0.3,10358.9
50527,20251226160400,17.4,1000.6,45,166,3.8,0.1,10398.2
50548,20251226160400,10.3,1006.3,64,52,10.1,0.0,10449.7
50603,20251226160400,14.6,1000.5,57,340,14.7,0.7,10179.0
50618,20251226160400,32.1,1004.2,64,16,5.4,0.4,10105.6
50632,20251226160400,4.1,1010.9,85,208,4.2,0.7,10277.4
50639,20251226160400,28.2,1009.5,49,325,0.5,1.5,10278.9
50727,20251226160400,10.7,1012.1,69,205,10.1,0.3,10045.5
50834,20251226160400,20.0,1009.1,15,12,4.9,1.1,10109.7
50838,20251226160400,20.5,1013.7,57,138,6.3,0.3,10237.1
50915,20251226160400,20.6,1001.6,20,298,11.8,1.1,10019.9
50924,20251226160400,32.3,1025.7,45,12,2.5,0.2,10027.5
52267,20251226160400,32.9,1017.2,40,119,13.4,1.0,10375.6
52495,20251226160400,8.5,1007.8,67,180,6.1,0.2,10291.0
52576,20251226160400,32.6,1012.8,30,162,13.1,1.0,10497.7
53068,20251226160400,25.1,1005.6,63,86,14.5,1.4,10461.1
53083,20251226160400,12.2,1007.8,76,341,10.8,0.8,10220.5
53149,20251226160400,14.2,1024.4,50,177,2.2,0.0,10156.7
53192,20251226160400,33.5,1018.7,75,42,13.5,1.2,10173.5
53195,20251226160400,11.8,1007.3,2,79,5.1,1.4,10348.1
53276,20251226160400,29.8,1014.6,44,291,0.1,0.6,10236.7
53336,20251226160400,25.9,1024.0,4,313,13.9,0.6,10067.6
53352,20251226160400,31.4,1003.1,99,311,3.9,1.1,10294.0
53362,20251226160400,17.6,1015.9,23,95,1.8,1.5,10412.2
53367,20251226160400,26.9,1020.5,27,108,0.3,1.3,10282.7
53391,20251226160400,10.6,1012.5,100,76,14.6,1.3,10313.2
53446,20251226160400,8.7,1018.9,70,333,7.5,1.5,10378.9
53463,20251226160400,11.6,1024.1,58,243,9.8,0.4,10126.5
53480,20251226160400,21.6,1019.2,18,177,3.4,0.5,10406.0
53502,20251226160400,23.7,1022.6,36,93,6.2,0.4,10299.0
53513,20251226160400,6.0,1022.9,17,27,0.8,1.5,10030.7
53529,20251226160400,28.5,1026.4,27,32,6.3,0.4,10483.8
53543,20251226160400,16.1,1007.0,0,179,3.9,0.5,10077.9
53547,20251226160400,17.3,1004.3,34,132,9.5,0.6,10149.2
53602,20251226160400,0.9,1006.7,80,259,13.1,1.0,10332.3
54012,20251226160400,9.1,1016.5,62,117,14.1,1.3,10023.7
54026,20251226160400,0.6,1007.0,39,19,2.7,1.3,10244.2
54027,20251226160400,16.6,1014.9,17,191,6.3,1.3,10454.4
54102,20251226160400,16.0,1017.4,59,261,11.2,0.7,10313.1
54115,20251226160400,19.5,1017.9,37,337,8.6,1.4,10301.7
54134,20251226160400,23.0,1016.0,5,146,7.5,0.3,10044.5
54135,20251226160400,30.2,1025.5,28,40,14.6,1.5,10242.7
54208,20251226160400,1.1,1014.0,73,81,14.0,1.5,10220.0
54213,20251226160400,30.4,1006.2,75,119,10.2,1.3,10195.7
54218,20251226160400,14.0,1015.0,93,340,10.0,0.9,10012.1
54226,20251226160400,12.8,1021.7,75,300,12.4,0.9,10024.6
53519,20251226160400,12.1,1014.4,39,262,1.9,1.5,10469.2
53612,20251226160400,31.1,1020.5,17,267,12.2,1.3,10270.1
53614,20251226160400,32.6,1024.5,53,247,7.5,0.2,10074.6
53615,20251226160400,27.7,1005.1,51,335,10.4,1.5,10042.7
53704,20251226160400,28.0,1006.2,86,131,8.6,1.3,10496.6
53705,20251226160400,20.7,1003.3,58,181,4.8,0.8,10050.8
53723,20251226160400,2.3,1007.8,2,259,2.3,0.7,10356.1
53806,20251226160400,10.0,1001.8,35,288,0.6,0.8,10264.3
53810,20251226160400,6.2,1015.8,88,113,5.7,0.4,10385.6
53817,20251226160400,9.5,1020.4,9,82,1.2,0.0,10126.3
53903,20251226160400,11.3,1002.2,98,216,5.0,0.3,10057.8
53910,20251226160400,2.6,1007.3,2,66,7.3,1.2,10017.5
51886,20251226160400,3.0,1008.5,17,332,4.0,1.3,10028.9
52602,20251226160400,29.7,1000.4,12,112,0.8,0.0,10154.0
52633,20251226160400,22.2,1004.8,3,155,10.0,1.0,10207.5
52645,20251226160400,15.2,1026.0,14,118,5.0,0.5,10128.4
52657,20251226160400,12.4,1017.1,59,84,10.1,1.3,10281.9
52707,20251226160400,9.2,1004.7,12,351,1.3,0.8,10407.9
52713,20251226160400,27.3,1007.6,96,115,0.9,1.3,10057.7
52737,20251226160400,31.1,1003.1,93,236,10.8,0.9,10098.5
52754,20251226160400,15.8,1005.7,16,34,1.5,0.7,10089.6
52765,20251226160400,31.7,1022.5,26,71,0.9,0.5,10296.9
52818,20251226160400,27.4,1022.7,51,237,1.3,0.1,10365.4
52825,20251226160400,32.5,1011.6,26,258,12.7,0.2,10172.1
52833,20251226160400,18.7,1024.0,9,115,13.4,1.2,10479.8
52836,20251226160400,25.0,1016.2,83,319,11.0,1.1,10235.0
52842,20251226160400,32.1,1020.9,14,156,7.3,0.3,10234.4
52856,20251226160400,33.9,1009.3,90,274,7.9,0.2,10160.9
52866,20251226160400,5.8,1018.0,50,335,10.5,0.4,10113.3
52868,20251226160400,19.1,1010.3,45,141,9.8,1.3,10184.7
52876,20251226160400,11.0,1001.8,39,251,9.9,0.7,10450.6
52908,20251226160400,2.3,1003.3,86,282,0.6,1.1,10046.4
52943,20251226160400,13.8,1006.8,3,268,9.3,0.3,10150.5
52955,20251226160400,4.8,1007.8,11,31,12.4,0.0,10472.1
52974,20251226160400,22.4,1017.2,89,16,3.2,0.4,10024.9
56004,20251226160400,13.2,1019.2,94,87,3.5,1.2,10172.2
56018,20251226160400,4.3,1018.1,6,133,2.9,1.3,10135.1
56021,20251226160400,32.4,1022.8,43,12,2.8,1.3,10441.8
56029,20251226160400,0.4,1023.4,61,268,5.8,1.0,10042.8
56033,20251226160400,9.1,1007.7,35,305,7.1,0.3,10426.5
56034,20251226160400,5.8,1023.9,12,282,0.2,0.6,10381.5
56043,20251226160400,33.4,1013.3,54,348,0.6,1.5,10468.8
56046,20251226160400,8.7,1006.7,100,141,11.3,1.4,10163.5
56065,20251226160400,27.2,1009.3,52,165,4.1,1.4,10397.7
56067,20251226160400,26.4,1001.2,53,263,1.6,0.7,10354.8
56125,20251226160400,11.9,1023.4,5,35,1.2,0.2,10092.3
56151,20251226160400,7.1,1008.4,14,90,1.4,0.5,10178.8
54715,20251226160400,32.7,1003.0,87,51,9.4,0.8,10313.8
54725,20251226160400,18.7,1019.1,93,51,14.4,0.4,10038.6
54727,20251226160400,11.2,1018.9,40,111,13.8,1.2,10361.4
54744,20251226160400,10.3,1007.4,85,326,9.5,0.2,10300.2
54751,20251226160400,15.9,1014.9,1,349,13.9,0.9,10209.6
54753,20251226160400,3.5,1018.2,2,202,11.5,0.7,10482.9
54764,20251226160400,10.9,1013.5,56,112,10.9,0.4,10317.6
54774,20251226160400,29.8,1023.8,90,353,2.2,0.4,10166.6
54776,20251226160400,31.9,1019.1,12,99,9.2,0.6,10452.3
54808,20251226160400,33.4,1018.6,0,89,10.0,0.1,10430.9
54823,20251226160400,11.6,1015.1,46,47,14.1,1.0,10071.8
54826,20251226160400,5.0,1003.6,55,100,3.4,0.1,10104.7
54836,20251226160400,30.8,1001.1,81,98,4.7,0.3,10393.0
54842,20251226160400,29.0,1016.5,57,356,13.3,0.5,10014.5
54843,20251226160400,28.4,1014.7,83,202,11.0,1.1,10418.3
54857,20251226160400,0.1,1001.5,84,313,13.8,0.0,10032.5
54863,20251226160400,7.3,1017.7,76,191,9.8,0.0,10392.3
54909,20251226160400,24.7,1023.9,64,59,6.1,0.3,10488.2
54916,20251226160400,34.5,1021.5,87,241,11.4,0.6,10082.2
54929,20251226160400,22.4,1001.6,10,197,2.8,0.5,10397.9
54936,20251226160400,16.6,1021.5,40,31,4.4,0.8,10075.2
54945,20251226160400,14.2,1024.3,69,182,9.9,0.7,10012.7
58034,20251226160400,31.1,1004.3,33,48,0.5,1.4,10433.3
53478,20251226160400,1.9,1004.0,31,275,11.6,0.0,10163.0
53487,20251226160400,29.6,1011.1,16,243,4.3,0.3,10210.5
53490,20251226160400,23.8,1017.0,40,222,9.5,0.2,10465.8
53564,20251226160400,34.5,1009.9,13,56,13.9,1.5,10023.0
53578,20251226160400,9.5,1013.0,67,226,2.5,1.3,10448.9
53579,20251226160400,19.4,1006.8,4,30,7.1,0.5,10404.2
53588,20251226160400,26.5,1009.4,11,353,8.6,0.5,10455.9
53594,20251226160400,18.2,1013.0,24,287,14.6,0.2,10289.4
53663,20251226160400,23.6,1002.3,65,251,13.8,0.0,10385.8
53664,20251226160400,11.5,1016.7,73,79,11.2,1.0,10366.3
53673,20251226160400,23.4,1000.8,73,149,13.4,1.1,10157.4
53687,20251226160400,12.3,1006.7,65,245,8.4,0.9,10256.1
53764,20251226160400,8.1,1004.6,25,277,4.6,0.2,10426.1
53772,20251226160400,33.6,1026.0,1,122,1.7,0.1,10439.9
53775,20251226160400,8.1,1013.1,12,215,0.6,1.5,10213.2
53787,20251226160400,14.1,1019.1,26,16,11.3,0.0,10375.7
53853,20251226160400,15.0,1011.5,52,301,3.7,1.2,10482.1
53859,20251226160400,18.3,1019.2,7,140,13.2,1.5,10275.9
53863,20251226160400,25.1,1008.5,12,112,7.1,0.7,10353.3
53868,20251226160400,27.8,1005.5,37,121,2.6,0.7,10040.7
53877,20251226160400,34.2,1000.6,95,112,1.8,1.5,10328.5
53882,20251226160400,25.5,1005.9,68,71,0.3,0.9,10344.3
53884,20251226160400,28.7,1006.9,6,320,8.5,0.0,10367.6
53959,20251226160400,25.8,1004.6,64,218,1.3,0.5,10168.9
53963,20251226160400,19.0,1019.4,53,194,13.7,1.0,10214.2
53968,20251226160400,15.5,1017.4,43,113,13.0,1.4,10453.1
53975,20251226160400,33.5,1020.8,96,94,2.7,1.2,10096.9
57052,20251226160400,6.4,1017.4,11,13,1.8,1.5,10131.2
53646,20251226160400,3.1,1012.0,49,63,14.4,0.7,10456.2
53651,20251226160400,3.1,1013.4,29,167,6.5,1.0,10142.0
53725,20251226160400,9.8,1019.9,82,133,1.9,0.3,10058.2
53735,20251226160400,19.7,1006.0,19,263,7.1,0.1,10208.9
53738,20251226160400,3.9,1006.6,25,113,4.3,0.7,10060.0
53740,20251226160400,18.8,1004.0,22,49,3.6,1.3,10056.8
53754,20251226160400,20.2,1015.2,63,12,9.8,0.0,10129.7
53845,20251226160400,31.8,1000.0,13,127,8.0,0.0,10152.4
53854,20251226160400,5.4,1024.7,14,285,6.8,0.7,10353.6
53929,20251226160400,31.2,1004.2,88,142,5.2,0.9,10031.2
53942,20251226160400,4.1,1025.2,42,273,0.4,0.8,10135.1
53948,20251226160400,10.3,1026.3,76,191,6.0,1.2,10343.0
53955,20251226160400,34.3,1006.2,12,157,8.9,1.5,10307.3
57003,20251226160400,26.0,1012.1,47,224,1.8,0.8,10472.8
57025,20251226160400,2.3,1010.6,22,294,13.3,0.5,10118.9
57028,20251226160400,23.8,1020.2,82,181,14.7,1.0,10007.3
57030,20251226160400,0.7,1009.5,76,10,7.4,0.6,10327.2
57034,20251226160400,6.6,1008.5,68,88,8.8,0.3,10344.1
57037,20251226160400,30.9,1003.2,49,42,14.8,1.1,10493.0
57046,20251226160400,8.3,1019.4,49,321,10.1,0.3,10470.0
57048,20251226160400,14.8,1011.5,67,305,7.6,0.4,10484.4
57049,20251226160400,20.2,1007.3,15,118,13.3,0.5,10421.7
57106,20251226160400,12.1,1025.9,37,350,14.1,1.2,10043.5
57124,20251226160400,29.1,1025.9,66,195,13.3,0.7,10061.3
57127,20251226160400,23.4,1005.9,10,302,4.0,1.3,10396.8
57131,20251226160400,26.8,1024.5,60,122,4.3,1.5,10179.6
57134,20251226160400,27.6,1007.9,48,299,5.9,1.4,10435.6
57140,20251226160400,30.2,1018.9,98,24,14.0,1.1,10025.0
57143,20251226160400,22.3,1015.7,87,19,11.9,1.0,10042.4
57144,20251226160400,6.1,1003.3,32,41,0.8,1.2,10488.2
57154,20251226160400,10.1,1000.7,72,69,14.2,1.2,10266.4
57211,20251226160400,0.1,1010.2,11,333,5.8,0.5,10304.3
57232,20251226160400,14.9,1025.4,91,194,10.6,0.0,10442.4
57238,20251226160400,27.7,1004.3,12,308,5.8,0.0,10190.6
57245,20251226160400,11.8,1013.0,32,11,13.2,0.5,10110.3
57343,20251226160400,17.4,1022.6,97,317,14.5,0.3,10199.8
58362,20251226160400,5.4,1010.6,45,335,3.0,0.1,10288.2
56038,20251226160400,18.9,1015.9,12,98,7.9,0.7,10019.4
56079,20251226160400,13.8,1007.1,23,346,0.6,1.3,10470.5
56144,20251226160400,29.1,1004.7,35,277,14.0,1.5,10235.0
56146,20251226160400,28.6,1007.9,6,152,11.5,1.4,10010.4
56152,20251226160400,19.8,1002.7,65,319,11.8,0.0,10354.9
56167,20251226160400,34.8,1004.0,44,306,0.6,1.3,10232.6
56172,20251226160400,16.5,1000.5,52,248,12.7,0.9,10440.1
56173,20251226160400,11.8,1023.1,5,186,2.7,1.4,10363.2
56178,20251226160400,29.5,1003.8,23,123,8.2,0.9,10130.7
56182,20251226160400,20.1,1020.7,80,249,2.4,1.2,10306.0
56187,20251226160400,3.1,1019.2,25,58,5.7,1.0,10453.3
56188,20251226160400,3.7,1022.4,30,347,12.5,0.8,10338.0
56196,20251226160400,10.5,1010.8,66,190,2.3,0.0,10442.4
56247,20251226160400,0.6,1006.1,93,157,2.1,0.6,10289.0
56251,20251226160400,4.5,1024.6,45,346,14.3,0.0,10268.2
56257,20251226160400,10.3,1000.8,9,152,3.7,1.4,10192.4
56287,20251226160400,16.5,1025.6,31,120,3.6,1.5,10048.7
56357,20251226160400,31.0,1025.4,72,136,13.2,1.0,10236.4
56374,20251226160400,20.3,1021.0,22,319,5.7,1.2,10481.5
56385,20251226160400,0.2,1004.5,71,317,7.9,1.2,10419.8
56386,20251226160400,16.8,1008.3,45,293,3.6,0.8,10271.8
56459,20251226160400,12.3,1021.6,19,13,13.2,0.2,10064.8
56462,20251226160400,11.5,1003.8,53,298,6.1,1.3,10441.2
56475,20251226160400,26.8,1023.7,36,62,3.7,0.1,10346.7
56479,20251226160400,31.8,1018.6,12,337,5.2,1.0,10147.7
56485,20251226160400,8.8,1021.6,11,341,9.0,0.7,10176.2
56492,20251226160400,7.2,1012.8,20,7,8.6,0.9,10074.5
56565,20251226160400,4.7,1023.9,4,227,12.3,1.4,10483.3
56571,20251226160400,31.1,1025.2,52,321,2.1,0.7,10033.4
56666,20251226160400,22.5,1003.9,70,93,13.8,1.3,10329.5
56671,20251226160400,2.8,1026.1,67,142,7.4,0.5,10340.5
57206,20251226160400,1.1,1004.0,39,240,13.7,1.1,10140.8
57237,20251226160400,26.0,1007.4,50,121,13.3,1.2,10019.5
57306,20251226160400,10.4,1025.3,45,219,4.5,1.4,10113.0
57313,20251226160400,3.3,1002.9,2,343,1.8,0.1,10326.0
57314,20251226160400,24.2,1024.7,64,275,12.3,1.1,10106.0
57328,20251226160400,16.0,1005.9,43,190,9.3,0.6,10297.1
57405,20251226160400,7.6,1002.0,9,73,2.5,0.0,10030.7
57411,20251226160400,2.2,1001.0,66,267,13.4,0.1,10433.6
57503,20251226160400,5.2,1007.6,86,57,5.5,0.3,10348.5
57604,20251226160400,8.0,1020.4,38,152,14.8,0.0,10009.8
57608,20251226160400,19.3,1003.2,39,9,1.4,0.2,10413.8
54525,20251226160400,24.2,1017.1,68,184,13.1,0.4,10235.4
54527,20251226160400,31.8,1016.5,16,222,9.3,0.6,10373.2
54623,20251226160400,24.8,1013.7,31,161,9.1,0.4,10351.4
55228,20251226160400,34.1,1014.5,97,254,10.9,1.5,10016.7
55248,20251226160400,22.6,1025.6,57,58,0.0,0.9,10440.6
55279,20251226160400,13.3,1013.3,8,201,1.5,1.3,10141.2
55294,20251226160400,10.8,1026.3,1,167,6.7,0.3,10315.8
55299,20251226160400,25.8,1009.4,42,149,13.1,1.0,10084.8
55437,20251226160400,34.2,1024.0,53,228,1.9,1.3,10015.4
55472,20251226160400,7.1,1013.6,59,284,3.1,1.5,10221.5
55493,20251226160400,24.7,1010.1,9,155,6.0,0.5,10206.6
55569,20251226160400,22.7,1010.1,37,188,6.7,1.2,10484.7
55578,20251226160400,20.0,1015.1,28,182,8.3,0.8,10070.5
55585,20251226160400,30.2,1009.7,38,113,4.5,1.0,10403.5
55591,20251226160400,12.6,1005.1,39,205,12.4,0.2,10174.5
55598,20251226160400,8.6,1004.2,6,356,5.8,1.4,10019.6
55655,20251226160400,22.7,1016.3,70,7,5.4,0.6,10226.9
55664,20251226160400,23.7,1004.5,37,82,10.9,1.0,10224.7
55680,20251226160400,15.4,1002.8,27,133,5.1,0.5,10011.7
55681,20251226160400,22.5,1007.6,29,172,6.9,0.7,10311.1
55690,20251226160400,7.9,1011.4,21,177,12.7,0.9,10411.2
55696,20251226160400,23.3,1007.4,29,190,14.6,1.5,10226.2
55773,20251226160400,30.6,1010.4,35,312,7.7,1.3,10301.3
56106,20251226160400,33.0,1022.5,81,115,7.8,1.1,10472.7
56116,20251226160400,29.9,1024.4,84,169,4.5,0.7,10159.2
56137,20251226160400,27.4,1018.5,24,269,2.1,0.1,10151.1
56202,20251226160400,1.7,1011.6,13,25,5.2,0.8,10451.4
56223,20251226160400,8.1,1017.6,23,31,2.3,1.5,10252.9
56227,20251226160400,20.3,1013.8,79,53,8.9,1.0,10368.7
56312,20251226160400,23.7,1000.7,48,51,13.2,1.0,10016.5
56331,20251226160400,15.3,1015.8,73,43,1.2,0.1,10267.5
56434,20251226160400,6.4,1012.0,13,208,8.6,0.6,10160.4
51053,20251226160400,6.1,1011.3,9,164,5.8,1.3,10363.7
51059,20251226160400,34.8,1008.6,2,275,11.8,1.5,10409.5
51060,20251226160400,5.3,1000.4,96,358,10.9,0.4,10234.8
51068,20251226160400,12.1,1017.3,68,208,0.8,1.2,10367.7
51076,20251226160400,4.6,1001.2,60,209,5.8,0.2,10227.8
51087,20251226160400,31.6,1010.6,71,166,4.4,1.4,10323.4
51133,20251226160400,11.2,1001.0,28,217,14.6,0.7,10408.0
51156,20251226160400,5.5,1001.2,60,39,13.0,1.5,10352.1
51186,20251226160400,29.0,1009.7,9,306,10.4,1.4,10014.0
51232,20251226160400,11.2,1014.7,65,271,2.5,1.5,10269.9
51238,20251226160400,21.9,1022.0,4,44,13.2,0.7,10248.4
51241,20251226160400,12.8,1010.1,80,113,7.8,1.5,10495.9
51243,20251226160400,1.0,1007.2,50,30,4.6,0.6,10072.1
51288,20251226160400,20.3,1010.9,14,335,3.1,1.2,10124.9
51330,20251226160400,15.9,1009.6,100,178,8.3,0.3,10022.5
51334,20251226160400,6.5,1015.5,14,73,7.8,0.1,10245.3
51346,20251226160400,30.9,1025.6,97,199,7.1,0.3,10458.4
51358,20251226160400,26.9,1023.8,89,282,2.4,1.0,10499.0
51365,20251226160400,20.8,1013.1,45,337,12.9,0.4,10351.5
51367,20251226160400,16.3,1019.3,40,248,13.5,1.4,10014.9
51379,20251226160400,31.4,1008.3,12,93,11.0,0.0,10084.8
51431,20251226160400,8.3,1000.4,100,72,5.5,0.9,10283.1
51433,20251226160400,33.1,1009.2,35,239,13.5,1.3,10199.2
51437,20251226160400,1.4,1014.7,66,349,7.7,1.4,10360.8
51463,20251226160400,1.3,1009.5,42,269,6.3,0.5,10453.6
51467,20251226160400,2.5,1001.9,9,210,2.1,0.9,10071.9
51469,20251226160400,27.8,1012.9,67,169,2.3,1.1,10108.4
51470,20251226160400,30.8,1008.6,37,24,6.0,0.5,10411.3
51477,20251226160400,33.8,1019.2,58,343,1.7,0.4,10379.3
51495,20251226160400,28.3,1006.8,25,350,13.4,0.4,10176.1
51526,20251226160400,10.5,1002.3,63,133,14.9,0.2,10349.0
51542,20251226160400,32.2,1010.9,29,322,0.7,0.9,10153.9
51567,20251226160400,27.0,1005.9,16,340,14.6,1.3,10315.5
51573,20251226160400,21.6,1024.7,13,221,3.2,1.3,10367.6
51581,20251226160400,31.6,1014.0,81,344,7.9,0.8,10034.6
51628,20251226160400,8.0,1014.5,40,243,4.1,1.2,10319.4
51633,20251226160400,5.1,1014.1,71,101,12.5,0.9,10102.3
51639,20251226160400,32.3,1005.0,48,209,8.9,1.1,10055.3
51642,20251226160400,27.1,1006.7,91,250,10.9,1.4,10153.0
51644,20251226160400,3.8,1007.7,92,311,10.9,0.4,10276.9
51655,20251226160400,10.1,1019.0,77,222,3.8,0.0,10310.7
51656,20251226160400,1.5,1004.2,90,179,8.0,0.8,10183.8
51701,20251226160400,26.9,1020.5,21,81,7.9,1.3,10017.0
51704,20251226160400,33.8,1017.8,63,69,2.2,0.4,10409.7
51705,20251226160400,8.4,1005.2,96,5,8.3,1.3,10004.8
51709,20251226160400,17.3,1009.3,39,59,8.3,1.0,10327.4
51711,20251226160400,26.5,1023.2,28,54,1.9,1.3,10063.4
51716,20251226160400,14.8,1009.5,25,68,7.6,0.7,10182.9
51720,20251226160400,0.0,1017.7,41,244,3.6,0.3,10031.3
51730,20251226160400,26.9,1002.7,68,165,14.2,0.2,10308.6
51747,20251226160400,22.7,1016.1,85,252,6.8,0.0,10028.0
51765,20251226160400,28.7,1014.0,49,267,7.0,1.3,10084.9
51777,20251226160400,34.8,1004.6,85,79,1.0,1.5,10322.7
51804,20251226160400,14.7,1018.5,57,338,9.9,0.9,10384.8
51810,20251226160400,34.4,1010.9,85,143,4.2,1.3,10272.7
51811,20251226160400,6.3,1017.0,62,2,10.2,0.1,10362.1
51818,20251226160400,32.2,1011.0,16,243,4.9,1.5,10381.2
51828,20251226160400,10.9,1007.5,67,248,14.3,1.0,10308.3
51839,20251226160400,34.2,1016.4,47,318,3.0,0.2,10062.1
51855,20251226160400,27.4,1017.9,57,167,14.9,0.1,10184.7
51931,20251226160400,0.3,1003.8,42,326,5.1,1.4,10114.0
52101,20251226160400,30.0,1001.5,30,271,9.6,0.8,10220.6
52112,20251226160400,13.9,1005.1,26,113,8.7,0.5,10249.3
52118,20251226160400,31.9,1004.2,37,143,14.7,0.8,10260.3
52203,20251226160400,9.8,1019.6,36,142,2.1,0.1,10271.0
52313,20251226160400,32.2,1022.7,99,104,2.2,0.8,10259.3
56444,20251226160400,32.0,1006.9,90,101,4.5,0.3,10261.6
56533,20251226160400,33.4,1017.4,18,233,4.2,0.5,10418.1
56543,20251226160400,29.1,1007.1,59,11,11.4,0.9,10234.0
56548,20251226160400,13.5,1014.0,6,110,1.7,0.2,10310.6
56586,20251226160400,34.1,1009.8,23,134,1.3,1.4,10152.8
56643,20251226160400,21.0,1016.6,90,25,14.6,0.9,10084.4
56651,20251226160400,9.0,1004.5,70,241,2.3,1.1,10400.5
56664,20251226160400,18.7,1019.9,58,243,4.6,1.1,10475.1
56684,20251226160400,31.5,1001.6,45,357,7.4,0.6,10219.3
56739,20251226160400,18.9,1025.4,16,2,1.6,0.9,10210.9
56748,20251226160400,16.4,1018.8,94,34,12.1,0.1,10178.4
56751,20251226160400,29.4,1006.5,61,342,11.7,1.3,10469.3
56763,20251226160400,11.3,1025.3,33,39,7.9,0.1,10244.9
56768,20251226160400,30.5,1025.0,97,195,3.0,1.3,10230.6
56778,20251226160400,34.8,1016.6,88,42,10.7,0.5,10136.9
56786,20251226160400,32.8,1014.6,29,334,2.9,1.4,10031.6
56838,20251226160400,4.6,1019.0,31,331,11.5,0.7,10081.5
56856,20251226160400,19.6,1001.1,86,91,12.8,1.3,10336.8
56872,20251226160400,15.8,1002.5,14,158,4.1,0.3,10351.5
56875,20251226160400,5.0,1004.3,73,180,8.9,0.3,10192.5
56886,20251226160400,6.8,1008.6,94,166,14.8,0.5,10450.0
56946,20251226160400,11.3,1005.3,82,239,6.1,0.3,10267.4
56950,20251226160400,29.0,1011.6,71,130,5.1,1.2,10272.5
56951,20251226160400,29.5,1007.1,37,15,9.9,1.4,10451.4
56954,20251226160400,9.0,1020.3,2,51,11.9,0.6,10028.3
